wort,hitler,trump,biden,bush,obama
comey,0,24,0,0,0
come—so,1,0,0,0,0
come…,0,2,0,0,0
comfort,0,4,6,6,6
comfortable,2,2,0,3,3
comfortably,1,0,0,0,0
comforted,0,0,0,4,2
comforter,0,8,0,0,0
comforting—and,0,0,0,1,0
comic,5,0,0,0,0
comically,1,0,0,0,0
comines,1,0,0,0,0
coming,27,707,86,52,58
comma,0,3,0,0,0
command,16,3,5,5,2
commandandcontrol,0,0,0,1,0
commandant,0,1,0,1,0
commanded,0,0,1,1,1
commandeer,0,1,0,0,0
commander,3,11,27,21,4
commanderinchief,0,1,4,5,14
commandersinchief,1,0,0,0,0
commanding,0,0,1,0,0
command—every,0,0,0,1,0
commemorate,1,0,2,0,1
commemorated,0,0,2,0,0
commemoration,0,0,1,0,2
commence,1,0,0,0,1
commenced,4,0,0,1,0
commencement,0,1,2,0,3
commences,1,0,0,0,0
commencing,1,0,0,1,0
commend,1,1,0,0,0
commendable,0,0,1,0,0
commendation,1,0,0,0,0
commends,1,0,0,0,0
commensurate,1,0,0,0,0
comment,1,16,7,0,2
commentary,0,0,2,0,1
commentator,0,1,0,0,0
commented,0,0,1,0,0
commenting,0,1,0,0,0
commerce,11,1,9,3,18
commercial,39,25,9,0,2
commercially,1,0,0,0,0
commission,2,8,14,4,16
commissioned,2,0,0,2,0
commissioner,0,28,3,3,0
commit,5,9,11,7,12
commitment,0,8,86,57,78
commits,3,1,0,0,1
committed,19,22,28,15,23
committee,37,73,24,6,10
committeeman,0,1,1,0,0
committeewoman,0,2,0,0,0
committee’,1,0,0,0,0
committee…,0,0,1,0,0
committing,1,5,8,2,2
commit—so,0,0,0,1,0
commodity,1,0,0,3,0
common,109,88,13,25,97
commonly,1,2,0,0,0
commonlyused,0,1,0,0,0
commonplace,1,1,0,0,0
commonsense,1,0,0,0,16
commonwealth,0,8,0,0,1
commotion,1,0,0,0,0
communicate,0,0,4,0,2
communicating,0,1,0,0,0
communication,3,2,11,8,2
communicator,0,0,0,0,1
communion,1,0,0,0,0
communique,2,0,0,0,0
communism,0,32,0,8,3
communist,9,134,1,1,1
community,109,92,180,57,176
communitybased,0,0,2,1,0
communityoriented,0,0,1,0,0
community—that,1,0,0,0,0
community’,2,0,0,0,0
commute,0,0,3,1,1
commuted,0,0,5,0,0
commuter,0,0,2,1,2
commuting,0,0,6,0,0
compact,3,0,0,2,3
compaigns,0,1,0,0,0
companies,0,2,0,0,0
companies…,0,0,1,0,0
companion,11,0,0,1,0
companionship,0,0,0,1,0
company,19,188,94,27,191
comparable,5,10,1,0,1
comparative,1,0,0,0,0
comparatively,6,1,0,0,0
compare,11,12,1,2,1
compared,20,53,5,2,5
comparing,2,2,1,0,0
comparison,19,23,0,0,0
compass,0,0,1,0,2
compassion,0,1,5,33,4
compassionate,1,4,0,15,3
compatible,0,0,0,1,0
compatriot,3,0,0,0,0
compeer,2,0,0,0,0
compel,0,0,0,1,4
compelled,13,0,0,1,1
compelling,3,0,1,0,0
compels,1,0,0,1,0
compensate,1,1,1,0,1
compensated,1,0,1,0,0
compensating,0,0,0,0,1
compensation,1,0,1,1,0
compete,5,11,34,12,28
competence,0,8,0,0,0
competent,10,10,1,1,3
competes,0,0,1,1,0
competing,0,9,6,0,3
competition,5,19,31,6,30
competitive,1,5,22,13,18
competitiveness,0,0,12,3,5
competitor,3,7,10,1,6
complacency,0,1,9,1,3
complacent,1,2,3,1,2
complain,9,11,2,0,1
complained,0,8,0,0,0
complainer,0,1,0,0,0
complaining,5,13,4,0,0
complaint,4,3,0,0,4
complaisance,1,0,0,0,0
complaisant,1,0,0,0,0
complement,3,1,0,1,0
complementary,1,0,0,0,0
complete,42,49,12,10,20
completed,11,26,2,1,5
completely,56,52,12,3,3
completeness,1,0,0,0,0
completes,2,0,0,0,1
completing,1,2,1,0,2
completion,1,1,1,0,0
complex,2,14,5,6,9
complexity,0,3,1,0,0
compliance,0,0,2,1,0
complicate,0,1,1,0,0
complicated,0,12,7,6,11
complicating,0,0,1,0,0
complication,0,0,2,0,0
complicit,0,6,1,1,0
complicity,0,0,6,0,1
complied,0,1,2,1,0
complies,0,0,0,0,1
compliment,1,4,3,0,0
comply,2,3,0,4,0
complying,0,0,0,2,0
component,0,5,1,0,1
composed,24,0,0,0,1
composite,1,0,0,0,0
compositeness,1,0,0,0,0
composition,1,0,0,0,0
composure,1,0,0,0,0
compound,1,3,1,0,8
compounded,0,0,1,0,1
comprehend,1,0,0,0,2
comprehended,3,0,0,0,0
comprehensible,2,1,0,0,0
comprehension,3,2,0,1,0
comprehensive,8,6,6,26,30
comprehensively,0,0,1,0,0
comprise,1,0,0,0,0
comprised,2,0,1,0,0
compromise,9,0,12,1,21
compromised,0,11,2,0,2
compromising,1,0,0,0,0
comptime,0,0,0,1,0
compton,0,0,0,1,0
comptroller,0,0,0,0,1
compulsion,3,0,0,0,0
compulsory,2,0,0,0,0
computer,0,20,3,2,12
computerized,0,1,0,0,0
computerizing,0,0,0,1,1
computing,0,0,1,0,0
comrade,29,0,1,3,3
comradery,0,0,1,0,0
comradeship,2,0,0,0,0
comrade’,1,0,0,0,0
con,2,18,0,0,0
conan,0,13,0,0,0
conceal,5,1,0,1,0
concealed,1,5,1,3,0
concealing,1,0,0,0,0
concede,1,13,0,2,1
conceded,0,19,0,0,0
concedes,0,1,0,0,0
conceit,4,0,0,0,0
conceited,5,2,0,0,0
conceivable,7,1,0,0,1
conceive,0,0,0,1,2
conceived,3,5,1,0,0
conceiving,1,0,0,0,0
concent,0,1,1,0,0
concentrate,12,0,0,2,3
concentrated,16,2,1,1,3
concentrating,4,0,0,0,0
concentration,2,0,0,0,0
concept,38,11,1,0,7
conception,28,0,2,0,0
concern,22,4,27,8,33
concerned,42,25,8,11,7
concerning,10,3,1,3,0
concert,1,0,1,0,3
concerted,1,0,1,3,0
concession,9,6,0,3,3
conciliating,2,0,0,0,0
conciliation,3,0,0,0,0
concise,2,1,0,0,1
conclude,4,2,5,2,2
concluded,7,2,5,5,1
concluding,1,0,0,0,0
conclusion,29,34,3,5,3
conclusion…,0,1,0,0,0
conclusive,2,4,0,2,0
conclusively,1,1,0,0,0
concoct,1,0,0,0,0
concocted,2,6,0,0,0
concord,1,1,1,0,3
concrete,4,22,5,0,7
concretely,0,0,0,0,1
condemn,4,7,2,2,3
condemnation,2,0,0,1,2
condemned,9,4,0,2,2
condemning,1,1,0,3,1
condemns,1,0,0,1,1
condensed,1,0,0,0,0
condescended,2,0,0,0,0
condescending,0,0,0,1,0
condescension,1,0,0,1,0
condition,173,42,27,16,32
conditional,0,1,0,0,0
conditioned,5,0,1,0,0
conditioner,0,2,0,0,0
conditioning,0,3,0,0,0
conditionsbased,0,3,0,0,0
condoleezza,0,0,0,1,1
condolence,0,2,1,1,1
condoning,1,0,0,0,0
conducive,1,0,0,0,0
conduct,53,5,5,12,8
conducted,16,8,1,3,3
conducting,6,3,3,4,2
conductor,0,2,4,0,1
conduct—were,0,0,0,1,0
coney,0,4,0,0,0
confederate,0,1,1,0,2
confederation,2,0,0,1,0
confer,2,3,0,0,0
conference,3,15,9,4,8
conferred,1,0,0,0,1
conferring,1,0,0,0,0
confess,2,0,0,0,1
confessed,0,1,0,0,0
confession,0,0,0,1,0
confide,1,0,0,0,0
confidence,28,38,15,27,40
confidence—the,0,0,0,0,1
confident,3,17,16,21,22
confidential,0,1,0,0,0
confidentiality,0,1,4,0,0
confidentially,0,1,0,0,0
confidently,1,0,0,2,0
confine,2,1,0,0,0
confined,7,1,0,0,1
confines,9,1,0,0,0
confining,1,0,0,0,0
confirm,7,6,1,1,3
confirmation,3,15,0,1,3
confirmed,8,9,16,3,3
confirming,0,1,0,1,1
confirms,0,0,1,1,0
confiscate,0,6,0,0,0
confiscated,1,0,0,0,1
conflagration,1,0,0,0,0
conflict,62,9,29,25,55
conflicted,0,1,0,0,0
conflicting,3,0,0,1,0
conform,5,0,0,0,0
conforming,1,0,0,0,0
conformity,4,1,0,1,0
conforms,2,0,0,0,0
confound,0,0,0,1,0
confounded,2,0,0,0,0
confraternity,1,0,0,0,0
confront,1,6,10,33,17
confrontation,0,0,1,1,2
confronted,11,3,1,7,5
confronting,2,0,3,11,3
confronts,0,0,1,1,1
confuse,1,0,1,0,0
confused,8,5,2,0,2
confusing,0,0,5,0,5
confusion,12,0,7,0,1
cong,0,0,1,0,0
congenital,0,0,2,0,0
congested,1,0,2,0,1
congestion,1,0,3,0,0
conglomerate,1,0,0,0,0
conglomeration,5,0,0,0,0
conglomery,1,0,0,0,0
congo,1,18,0,1,1
congokinshasa,0,0,0,0,1
congratulate,0,26,3,4,2
congratulated,0,4,0,0,1
congratulating,0,1,0,0,1
congratulation,1,51,5,1,3
congratulations,0,3,0,0,0
congregant,0,0,1,0,0
congregation,0,0,0,4,3
congress,3,237,90,183,213
congressional,0,38,9,3,20
congressionally,0,0,1,0,0
congressman,0,98,15,13,5
congresspeople,0,3,0,0,0
congressperson,0,1,0,0,0
congresswoman,0,7,3,0,8
conjunction,1,1,0,0,0
conjure,2,0,0,0,0
conjured,1,0,0,0,0
connect,0,1,5,3,9
connected,16,4,3,0,9
connecticut,0,0,13,1,13
connecting,1,0,3,1,6
connection,28,0,2,0,5
connects,0,0,1,0,2
connie,0,0,0,0,7
conning,0,1,0,0,0
connivance,1,0,0,0,0
connolly,0,1,0,0,0
connor,0,0,1,0,0
connotes,1,0,0,0,0
conor,0,3,0,0,0
conquer,8,0,1,4,4
conquered,15,7,0,0,0
conquering,8,2,0,1,0
conqueror,10,0,0,0,0
conquers,0,0,0,1,0
conquest,13,1,0,3,0
conrad,0,0,0,0,2
conscience,18,3,2,19,7
conscienceless,1,0,0,0,0
conscientious,2,0,0,0,0
conscientiously,3,0,0,0,0
conscientiousness,1,0,0,0,0
conscious,18,0,1,0,2
consciously,6,0,0,0,0
consciously—that,1,0,0,0,0
consciousness,12,0,1,0,0
conscripting,1,0,0,0,0
conscription,1,0,0,0,0
consecrate,2,0,0,0,0
consecrated,1,0,0,0,0
consecrating,1,0,0,0,0
consecutive,1,0,3,0,0
consensus,1,2,18,1,13
consent,8,21,3,0,4
consented,2,0,1,0,0
consequence,88,8,33,21,21
consequence—a,0,0,0,1,0
consequent,7,0,0,0,0
consequential,0,2,14,3,3
consequently,30,0,0,0,0
conservation,7,0,3,4,0
conservationist,0,0,0,0,1
conservative,8,121,3,7,4
conservativeliberal,0,0,1,0,0
conservatively,0,1,0,0,0
conservator,0,1,0,0,0
conserve,2,0,1,1,0
conserving,0,0,1,0,0
consider,56,43,5,13,26
considerable,6,0,5,2,2
considerably,2,0,2,0,0
consideration,64,1,4,0,1
considered,99,39,4,4,5
considering,8,6,3,1,0
considers,10,0,0,0,1
consign,0,0,0,0,2
consigning,0,0,1,0,0
consignment,1,0,0,0,0
consist,5,1,0,1,0
consisted,14,0,0,0,0
consistency,4,0,0,0,0
consistent,5,0,8,3,8
consistently,1,2,1,0,2
consisting,7,0,0,0,0
consists,19,0,1,0,0
conso,0,1,0,0,0
consolation,2,0,0,0,0
console,0,2,0,0,0
consoled,0,0,0,0,1
consolidate,6,0,0,1,3
consolidated,5,0,0,1,0
consolidating,5,0,0,0,0
consolidation,5,0,0,0,0
consorted,1,0,0,0,0
conspicuous,0,0,1,0,0
conspicuously,2,0,0,0,0
conspiracy,4,5,2,2,1
conspirator,1,0,0,0,0
conspire,1,0,0,0,0
conspired,0,1,0,0,1
constant,18,3,14,2,17
constantly,28,7,5,2,3
constellation,0,0,0,0,2
consternation,1,0,0,0,1
constituency,2,0,2,0,0
constituent,10,2,2,0,6
constitute,15,1,0,2,1
constituted,16,0,0,1,0
constitutes,6,0,0,0,1
constitution,25,80,18,15,15
constitutional,9,23,3,6,7
constitutionally,0,2,0,0,0
constitutionif,0,1,0,0,0
constitution—the,1,0,0,0,0
constrained,1,0,1,0,1
constraint,0,0,0,0,1
construct,0,0,0,0,1
constructed,4,0,0,0,1
constructing,0,0,2,0,3
construction,5,19,6,2,22
constructive,14,1,3,1,7
consult,1,5,0,1,0
consultant,0,12,0,0,0
consultation,0,0,7,3,3
consultative,1,0,0,0,0
consulted,0,0,1,1,0
consume,0,0,1,0,3
consumed,2,12,0,0,6
consumer,1,4,23,9,25
consumes,0,0,0,0,1
consuming,1,0,2,1,1
consummate,2,0,0,0,0
consummation,1,0,0,0,0
consumption,3,1,0,1,0
contact,21,1,20,1,1
contacted,0,0,5,0,0
contacting,0,0,1,0,1
contagion,2,2,0,2,0
contagious,0,1,1,0,0
contain,4,0,2,0,6
contained,5,1,3,2,3
container,0,3,9,2,0
containing,0,1,1,5,1
containment,0,0,0,2,0
contains,1,2,2,1,0
contaminate,1,0,0,0,0
contaminated,6,0,1,0,0
contaminates,0,0,0,0,1
contamination,5,0,0,0,0
contemplate,1,0,0,0,0
contemplated,2,2,0,0,0
contemplates,0,0,1,0,0
contemplating,0,0,0,0,1
contemplation,1,0,0,0,1
contemplative,1,0,0,0,0
contemporary,44,0,0,0,0
contempt,7,2,0,2,1
contemptible,1,0,0,0,0
contend,1,0,0,0,0
contending,2,0,0,0,0
content,27,19,2,2,2
contented,3,0,0,0,0
contention,3,0,0,0,0
contentious,1,0,0,1,12
contentment,3,0,0,0,0
contest,3,16,2,3,6
contestant,0,1,0,0,0
contested,0,0,0,1,1
contesting,0,0,1,0,0
context,1,1,3,2,7
contiguous,0,0,0,0,1
continent,18,20,2,11,11
continental,7,0,0,0,0
contingency,2,0,2,0,0
contingent,2,4,0,1,0
continual,11,0,0,0,0
continually,6,1,0,0,3
continually…,0,0,1,0,0
continuance,2,0,0,0,0
continuation,3,5,0,0,0
continue,49,95,162,91,106
continued,25,8,18,8,14
continues,2,12,18,13,15
continuing,3,9,29,8,7
continuing…,0,1,0,0,0
continuity,0,0,1,0,1
continuous,2,0,0,0,0
continuously,0,0,0,1,0
continuum,0,0,1,0,0
contour,0,0,0,0,1
contraception,0,0,3,0,1
contraceptive,1,0,0,0,0
contract,3,5,4,2,3
contracted,0,0,2,0,0
contracting,5,1,1,0,1
contraction,0,1,0,1,1
contractor,0,16,3,0,1
contradict,2,0,0,0,1
contradicted,2,0,0,0,0
contradicting,1,1,0,0,0
contradiction,10,0,0,0,1
contradictory,0,0,0,0,1
contradicts,4,0,0,0,2
contradistinction,1,0,0,0,0
contrary,68,2,1,2,6
contrast,15,13,1,1,2
contrasted,1,0,0,0,0
contribute,9,1,4,7,9
contributed,11,1,1,1,4
contributes,6,0,0,1,2
contributing,2,3,2,0,8
contribution,9,7,10,12,7
contributor,0,2,1,0,2
contributory,3,0,0,0,0
contrived,1,0,0,0,0
contriving,1,0,0,0,0
control,40,126,30,32,38
controlled,6,16,4,0,4
controller,0,9,0,0,0
controlling,2,1,3,4,0
control—and,0,0,0,0,1
controversial,0,19,0,2,2
controversy,7,3,0,3,10
contumely,1,0,0,0,0
convene,0,2,4,3,2
convened,0,0,3,0,1
convenience,0,1,0,1,1
convenient,4,0,15,0,0
conveniently,1,1,1,0,0
convening,0,0,1,0,1
conventicle,1,0,0,0,0
convention,0,13,1,4,8
conventional,0,0,0,0,4
conventionallyarmed,0,0,3,0,0
converge,1,1,0,0,0
convergence,0,0,0,1,0
converges,0,0,0,0,1
conversation,1,42,23,1,20
conversation…,0,1,0,0,0
conversely,4,0,0,0,0
conversion,1,1,2,0,1
convert,6,0,0,1,1
converted,5,0,0,1,1
converting,3,0,0,0,2
convey,2,0,0,1,0
conveyed,2,0,0,2,0
conveyor,0,2,0,0,0
conveys,1,0,0,0,0
convict,1,5,1,0,0
convicted,0,5,1,1,2
conviction,71,7,4,15,16
convictions—to,1,0,0,0,0
convince,6,9,5,3,5
convinced,46,4,12,1,13
convinces,0,1,0,0,1
convincible,0,1,0,0,0
convincing,5,1,1,0,0
convoy,0,0,1,0,2
convulsed,1,0,0,0,0
convulsion,1,0,0,0,0
conway,0,1,1,0,0
cook,2,1,4,0,3
cookie,0,10,0,0,0
cooking,0,1,0,0,0
cooky,0,2,0,0,0
cool,4,13,1,1,3
cooled,1,1,0,0,0
cooler,0,2,0,0,0
coolest,1,2,0,0,0
cooling,0,2,1,0,0
coolly,1,0,0,0,0
cooly,1,0,0,0,0
coon,0,0,3,0,0
coop,0,0,0,0,1
cooper,0,6,0,0,5
cooperate,2,0,4,5,3
cooperated,0,0,2,0,0
cooperating,0,0,0,1,0
cooperation,7,2,24,12,23
cooperative,10,0,4,0,1
coopersmith,0,1,0,0,0
coopted,0,1,0,0,0
coordinate,1,2,4,3,2
coordinated,0,6,6,2,1
coordinating,0,2,3,0,1
coordination,0,7,8,0,2
coordinator,0,0,0,2,0
cop,0,18,25,0,5
copa,0,1,0,0,0
copartner,1,0,0,0,0
copay,0,0,1,0,0
copayment,0,0,0,1,0
copayments,0,0,0,0,1
copays,0,0,0,0,1
cope,3,0,1,1,1
copenhagen,0,0,0,0,2
copied,2,0,0,0,0
copilot,0,1,0,0,0
copious,2,0,0,0,0
copout,0,0,0,0,1
copt,0,0,0,0,1
coptic,0,0,0,0,1
copy,2,4,0,0,0
copying,0,0,0,0,1
cord,2,1,0,4,0
cordially,2,0,0,0,0
cordoba,0,0,0,0,1
cordray,0,0,0,0,1
core,1,7,11,2,20
coretta,0,0,0,1,0
corey,0,27,0,0,0
cori,0,1,0,0,0
corn,0,11,0,1,0
cornelius,1,0,0,0,0
corner,6,30,8,5,16
cornered,2,2,0,0,0
cornerstone,0,0,1,0,3
cornexchanges,1,0,0,0,0
cornfield,0,1,0,0,0
cornflower,1,0,0,0,0
corning,1,0,0,0,0
cornwall,0,0,2,0,0
corny,0,0,2,0,0
cornyn,0,0,1,0,0
corona,0,4,0,0,0
coronavirus,0,2,0,0,0
corp,5,5,13,22,6
corporal,0,3,0,0,0
corporate,2,5,21,5,17
corporation,2,6,65,3,19
corporatist,0,1,0,0,0
corporative,2,0,0,0,0
corpse,2,0,0,0,0
corpus,0,0,0,0,1
correct,26,41,5,6,1
corrected,1,4,0,0,0
correcting,1,1,0,0,1
correction,4,1,0,0,0
correctional,0,0,0,0,1
corrective,3,1,0,0,0
correctly,10,5,1,1,0
correctness,4,4,0,0,4
correlation,0,0,1,0,0
correspond,4,0,0,0,0
corresponded,1,0,0,0,0
correspondence,1,0,0,0,0
corresponding,7,1,0,0,0
correspondingly,2,0,0,0,0
corresponds,6,0,0,0,0
corridor,0,0,2,1,2
corroborated,1,0,0,0,0
corrode,1,0,0,0,0
corrosive,1,0,0,0,5
corrupt,8,358,3,1,3
corrupted,4,3,1,0,0
corrupter,2,0,0,0,0
corruptible,1,1,0,0,0
corrupting,3,3,0,0,0
corruption,9,53,11,6,14
corruptive,1,0,0,0,0
corruptness,0,2,0,0,0
corruptors,2,0,0,0,0
corrupts,1,0,0,0,0
corrupt…,0,1,0,0,0
cortez,0,2,1,0,0
cortége,1,0,0,0,0
corvette,0,8,1,0,0
cory,0,4,0,0,7
cosell,0,1,0,0,0
cosia,0,0,1,0,0
cosmopolitan,5,0,0,0,0
cosponsored,0,0,0,0,1
cosponsors,0,0,2,0,0
cost,23,150,216,44,155
costa,0,1,0,0,0
costco,0,0,0,0,1
costcutting,0,0,0,0,1
costing,0,17,8,1,0
costliest,0,0,1,0,0
costly,1,5,1,1,14
costofliving,0,3,0,0,0
costs’,1,0,0,0,0
cost…,0,0,1,0,0
cosy,1,0,0,0,0
cot,0,0,1,2,0
coterie,1,0,0,0,0
cottager,1,0,0,0,0
cotton,0,1,0,0,0
cough,0,2,1,0,0
coughing,0,2,1,0,0
coughlin,0,1,0,0,0
could,560,944,158,90,172
couldn,0,0,1,0,0
couldnt,0,20,0,4,3
couldve,0,0,0,0,3
could…,0,2,0,0,0
council,10,6,16,39,9
councillor,3,0,0,0,0
councilman,0,0,2,0,0
counsel,2,7,11,4,0
counseling,0,0,5,2,0
counselled,1,0,0,0,0
counsellor,7,0,0,0,0
counsellors’,1,0,0,0,0
counselor,0,1,3,0,0
count,18,46,14,2,7
counted,6,49,7,2,2
countenance,3,0,0,0,0
countenanced,1,0,0,0,0
counter,6,9,4,3,3
counteract,7,1,0,0,0
counteracting,1,0,0,0,0
counterargument,3,0,0,0,0
counterattack,0,0,0,1,0
counterbalance,3,0,0,0,0
counterbalanced,2,0,0,0,0
countercharge,0,0,0,0,1
counterfeit,0,1,0,0,1
counterimpact,1,0,0,0,0
countering,1,0,2,0,1
counterinsurgency,0,0,1,0,0
countermeasure,1,0,0,0,0
countermove,0,1,0,0,0
counternarcotics,0,0,1,0,0
counterpart,4,1,3,3,4
counterpoison,1,0,0,0,0
counterproductive,0,0,0,0,2
counterpropaganda,1,0,0,0,0
countersuggestion,1,0,0,0,0
counterterror,1,0,0,0,0
counterterrorism,0,0,5,0,8
countess,1,0,0,0,0
counting,3,32,10,1,3
countless,0,27,5,3,13
countries,0,5,0,0,0
countries…,0,1,1,0,0
country,168,3670,516,319,515
countrybuster,0,1,0,0,0
countryman,2,1,0,0,0
countryside,2,1,1,2,0
countryunless,0,1,0,0,0
country—and,0,0,0,3,0
country—resilient,0,0,0,1,0
country—then,1,0,0,0,0
country’s,7,0,0,0,0
country…,0,3,1,0,0
counts’,1,0,0,0,0
county,0,160,13,4,2
coup,3,1,2,0,0
couple,7,192,31,5,29
coupled,0,0,0,0,1
courage,57,77,35,46,57
courageous,11,11,5,5,1
courageously,0,1,0,0,2
courage…,0,1,0,0,0
course,207,122,26,41,70
courses—either,1,0,0,0,0
course’,1,0,0,0,0
court,20,273,60,14,40
courted,1,0,0,0,0
courtesan,1,0,0,0,0
courtesy,0,1,1,0,5
courthouse,0,10,0,0,1
courting,0,1,0,0,0
courtney,0,0,2,0,1
courtroom,0,1,0,0,0
courtyard,1,0,0,0,0
cousin,0,1,4,0,0
cousy,0,2,0,0,0
covax,0,0,4,0,0
covenant,2,0,0,0,0
cover,8,38,27,5,15
coverage,0,3,13,41,59
covered,6,35,9,5,5
covering,0,12,2,1,2
covert,0,0,0,1,0
coverup,0,1,0,0,0
covid,0,175,198,0,0
cow,0,3,0,0,1
coward,12,4,2,1,0
cowardice,22,0,0,0,0
cowardliness,3,0,0,0,0
cowardly,23,2,0,0,0
cowboy,0,5,0,0,1
cowed,1,0,0,0,0
coworkers,0,6,1,0,1
cowpens,0,1,0,0,0
cox,0,8,1,0,0
coxcomb,1,0,0,0,0
coyote,0,7,1,2,0
cozy,0,8,0,0,0
cpac,0,24,0,0,0
cps,0,0,1,0,0
cr,0,0,0,0,1
crack,2,13,2,1,3
crackdown,0,2,0,0,3
cracked,3,3,0,0,0
cracker,0,2,0,0,0
crackhead,0,1,0,0,0
cracking,0,1,3,2,1
crackpot,0,1,0,0,0
cradle,0,0,2,0,4
craft,0,0,0,0,1
crafted,0,0,0,0,1
craftiness,2,0,0,0,0
craftsman,2,2,0,0,0
crafty,3,0,0,0,0
craig,0,3,0,2,1
cram,2,0,0,0,0
crammed,6,5,0,0,0
cramming,1,0,0,0,0
cramp,1,0,1,0,0
cramped,2,0,2,0,0
crane,0,1,2,0,0
crankiness,0,0,0,0,1
crap,0,25,0,0,0
crappy,0,1,0,0,0
crash,1,15,9,3,1
crashed,0,5,2,0,1
crashing,1,15,0,0,0
crass,0,3,0,0,0
crate,0,0,0,1,0
crater,1,0,0,0,0
cratering,0,3,0,1,0
crave,1,1,0,0,0
craved,0,1,0,0,0
cravenhearted,1,0,0,0,0
cravenly,0,1,0,0,0
crawford,0,0,0,5,0
crawl,0,0,1,0,0
crawling,0,0,1,0,0
craze,3,0,0,0,0
crazed,0,4,0,0,0
crazier,0,2,0,0,0
craziest,0,17,0,0,0
crazily,0,1,0,0,0
craziness,0,6,0,0,0
crazy,7,323,2,0,0
cream,0,5,0,0,0
creamed,0,1,0,0,0
crease,0,2,0,0,0
create,22,17,65,44,93
created,45,91,41,22,48
creates,1,0,13,5,11
creating,7,18,34,16,23
creation,17,11,23,5,14
creative,64,0,1,4,4
creativeness,3,0,0,0,0
creativity,0,0,1,7,3
creator,15,1,5,4,5
creators,0,0,0,0,1
creature,20,0,0,0,0
credential,0,0,0,0,1
credibility,1,17,3,0,3
credible,0,3,0,2,8
credibly,0,0,0,2,0
credit,5,87,65,34,59
credited,2,0,0,0,0
creditor,0,0,0,1,0
credulity,3,0,0,0,0
credulous,5,0,0,0,0
creed,3,8,0,6,19
creed—why,0,0,0,0,1
creek,0,2,2,0,3
creep,2,0,0,0,0
creeping,1,0,0,0,0
creo,0,0,0,0,1
crescent,0,0,0,2,0
crestfallen,1,0,0,0,0
crevice,0,1,0,0,0
crew,2,6,9,1,2
crewed,0,0,0,0,2
crewman,0,0,1,0,0
cricket,0,4,0,0,0
cried,3,38,0,0,1
crier,0,1,0,0,0
crime,20,370,20,13,10
crimea,0,4,0,0,0
crimer,0,1,0,0,0
crimeridden,0,7,0,0,0
crimes,0,1,0,0,0
crime—that,1,0,0,0,0
criminal,46,271,10,14,20
criminality,0,4,0,0,0
criminalization,0,1,0,0,0
criminalize,0,2,1,0,0
criminalized,0,1,0,0,0
criminalizing,0,1,1,0,0
criminally,4,4,0,0,0
criminals,0,1,0,0,0
cripple,4,2,0,0,0
crippled,3,3,0,0,2
crippling,0,10,1,1,5
crips,0,1,0,0,0
crisis,6,34,108,36,102
crisis—laughter—it,0,0,0,1,0
crisscross,0,0,0,0,2
crist,0,1,0,0,0
cristian,0,0,0,0,1
criswell,0,0,5,0,0
criterion,2,1,0,2,5
critic,3,3,2,9,5
critical,15,73,72,14,22
critically,5,3,5,0,0
criticise,7,0,0,0,0
criticised,2,0,0,0,0
criticising,2,0,0,0,0
criticism,19,2,1,6,2
criticize,0,7,1,0,1
criticized,0,9,3,0,1
criticizing,0,3,2,1,0
critique,1,0,0,0,0
croak,1,0,0,0,0
croat,1,0,0,0,0
crock,0,1,1,0,0
crocker,0,0,0,1,0
crockett,0,1,0,0,0
crony,0,1,1,0,0
crook,0,6,0,0,0
crooked,1,348,0,0,0
crop,0,0,3,3,2
cross,4,10,16,14,10
crossbreed,1,0,0,0,0
crosscutting,0,0,3,0,0
crosse,0,1,0,0,0
crossed,1,27,1,3,6
crossers,0,2,0,0,0
crossexamination,0,1,0,0,0
crossfire,0,1,1,0,0
crossing,4,15,2,11,6
crossroad,0,0,0,1,2
crouch,0,1,0,0,0
crow,0,3,2,0,4
crowbar,2,0,0,0,0
crowd,22,188,7,2,5
crowded,3,13,6,1,2
crowding,0,0,1,0,0
crown,13,0,1,0,1
crowned,3,0,0,0,0
crowning,2,1,0,0,1
crt,0,1,0,0,0
crucial,2,8,0,9,2
crucible,0,0,0,0,1
crude,9,2,0,3,3
crudity,1,0,0,0,0
cruel,4,8,4,1,1
cruelest,0,0,0,1,0
cruellest,1,0,0,0,0
cruelly,1,5,0,0,0
cruelty,3,1,0,7,3
cruise,0,8,0,1,0
cruiser,1,0,1,0,0
crumble,0,2,1,0,0
crumbled,1,0,0,0,0
crumbling,1,1,1,0,5
crumpled,0,1,0,0,0
crunch,0,0,0,1,0
crusade,2,11,0,0,1
crush,5,16,1,0,1
crushed,3,13,2,2,0
crushing,2,16,0,0,3
crust,1,0,0,0,0
crutch,0,0,1,0,0
cruz,0,7,0,0,1
cry,26,39,4,0,4
crypt,1,0,1,0,0
cryptocurrency,0,0,1,0,0
crystal,1,1,3,0,1
crystallised,1,0,0,0,0
cs,0,0,3,0,0
cspan,0,0,0,1,0
ct,0,0,0,0,1
cu,0,6,0,0,0
cuba,0,23,1,4,47
cuban,0,7,0,0,58
cubano,0,0,0,0,3
cuba…,0,1,0,0,0
cubism,1,0,0,0,0
cubist,2,0,0,0,0
cucumber,0,3,0,0,0
cudgel,4,0,0,0,0
cue,1,0,0,0,0
cuentapropistas,0,0,0,0,2
culled,1,0,0,0,0
culminated,0,0,0,0,1
